fold,fit_train_start_x,fit_train_end_x,validation_start_x,validation_end_x,test_start,test_end,fit_train_rows_x,validation_rows_x,test_rows_x,BTC_auc,BTC_threshold_mode,BTC_raw_short_threshold,BTC_raw_long_threshold,BTC_short_threshold_was_extreme,BTC_long_threshold_was_extreme,BTC_adjusted_threshold,BTC_adjusted_short_threshold,BTC_adjusted_long_threshold,BTC_threshold,BTC_short_threshold,BTC_long_threshold,BTC_threshold_ema_alpha,BTC_validation_probability_min,BTC_validation_probability_max,BTC_validation_threshold_sharpe,BTC_validation_threshold_pnl,BTC_validation_threshold_trades,BTC_validation_threshold_trade_fraction,BTC_validation_threshold_win_rate,BTC_validation_threshold_tie_trades,BTC_validation_threshold_tie_trade_fraction,BTC_fit_weight_min,BTC_fit_weight_mean,BTC_fit_weight_max,BTC_fit_weight_effective_rows,BTC_test_trades,BTC_test_trade_fraction,BTC_test_tie_trades,BTC_test_tie_trade_fraction,BTC_win_rate,BTC_pnl,BTC_test_sharpe,BTC_best_iteration,BTC_model_path,fit_train_start_y,fit_train_end_y,validation_start_y,validation_end_y,fit_train_rows_y,validation_rows_y,test_rows_y,ETH_auc,ETH_threshold_mode,ETH_raw_short_threshold,ETH_raw_long_threshold,ETH_short_threshold_was_extreme,ETH_long_threshold_was_extreme,ETH_adjusted_threshold,ETH_adjusted_short_threshold,ETH_adjusted_long_threshold,ETH_threshold,ETH_short_threshold,ETH_long_threshold,ETH_threshold_ema_alpha,ETH_validation_probability_min,ETH_validation_probability_max,ETH_validation_threshold_sharpe,ETH_validation_threshold_pnl,ETH_validation_threshold_trades,ETH_validation_threshold_trade_fraction,ETH_validation_threshold_win_rate,ETH_validation_threshold_tie_trades,ETH_validation_threshold_tie_trade_fraction,ETH_fit_weight_min,ETH_fit_weight_mean,ETH_fit_weight_max,ETH_fit_weight_effective_rows,ETH_test_trades,ETH_test_trade_fraction,ETH_test_tie_trades,ETH_test_tie_trade_fraction,ETH_win_rate,ETH_pnl,ETH_test_sharpe,ETH_best_iteration,ETH_model_path
0,2022-01-01T04:15:00+00:00,2022-11-02T04:00:00+00:00,2022-11-02T04:15:00+00:00,2023-01-01T04:00:00+00:00,2023-01-01T04:15:00+00:00,2023-01-31T04:00:00+00:00,29275,5760,2880,0.576366703132423,double,0.43,0.58,False,False,0.505,0.43,0.58,0.505,0.43,0.58,0.7,0.3394104114586095,0.6795892595598162,14.960596184301682,198.6,1398,0.2427083333333333,0.6344778254649499,0,0.0,0.738208501647012,1.0,1.3173951621568605,28477.18528946461,701,0.2434027777777777,0,0.0,0.5677603423680456,15.400000000000013,2.274338321227409,226,results/btc_eth_external_15m/models/fold_000_BTC.txt,2022-01-01T04:15:00+00:00,2022-11-02T04:00:00+00:00,2022-11-02T04:15:00+00:00,2023-01-01T04:00:00+00:00,29275,5760,2878,0.5855861895420835,double,0.46,0.59,False,False,0.525,0.46,0.59,0.525,0.46,0.59,0.7,0.3302487615088844,0.6798498505860481,13.024924128762718,222.40000000000003,2285,0.3967013888888889,0.6097240473061761,2,0.0003472222222222,0.7382304970644885,0.9999999999999998,1.317434414829389,28461.493148426103,1225,0.4256428075052119,2,0.0006949270326615,0.5903515944399019,76.4,8.59758772599159,381,results/eth_btc_external_15m/models/fold_000_ETH.txt
1,2022-01-01T04:15:00+00:00,2022-12-02T04:00:00+00:00,2022-12-02T04:15:00+00:00,2023-01-31T04:00:00+00:00,2023-01-31T04:15:00+00:00,2023-03-02T04:00:00+00:00,32155,5760,2880,0.5701339546169331,double,0.4,0.56,False,False,0.48,0.4,0.56,0.4875,0.409,0.5660000000000001,0.7,0.3556122048929114,0.6768142758330297,14.442494265781992,190.20000000000005,1374,0.2385416666666666,0.6324599708879185,0,0.0,0.7154218966128971,1.0,1.3515790190694337,31105.807073643573,670,0.2326388888888889,0,0.0,0.5970149253731343,50.00000000000002,7.609325794311827,223,results/btc_eth_external_15m/models/fold_001_BTC.txt,2022-01-01T04:15:00+00:00,2022-12-02T04:00:00+00:00,2022-12-02T04:15:00+00:00,2023-01-31T04:00:00+00:00,32155,5758,2880,0.5698426646337796,double,0.4,0.58,False,False,0.49,0.4,0.58,0.5005,0.418,0.583,0.7,0.327412864271874,0.7119843558184703,13.041553858694083,161.00000000000003,1207,0.209621396318166,0.6298755186721992,2,0.0003473428273706,0.7154365517589093,0.9999999999999998,1.3516067056526444,31089.15518603262,703,0.2440972222222222,1,0.0003472222222222,0.5783475783475783,28.700000000000017,4.246442457646419,335,results/eth_btc_external_15m/models/fold_001_ETH.txt
2,2022-01-01T04:15:00+00:00,2023-01-01T04:00:00+00:00,2023-01-01T04:15:00+00:00,2023-03-02T04:00:00+00:00,2023-03-02T04:15:00+00:00,2023-04-01T04:00:00+00:00,35035,5760,2861,0.579484813773745,double,0.43,0.54,False,False,0.485,0.43,0.54,0.48575,0.4237,0.5478000000000001,0.7,0.3382196530507292,0.6702450608879815,10.271048626793414,178.20000000000005,2340,0.40625,0.5978632478632478,0,0.0,0.6931479899301379,1.0,1.3862685569822568,33689.66066445181,797,0.2785739252009787,0,0.0,0.6097867001254705,77.80000000000004,10.933455774706191,203,results/btc_eth_external_15m/models/fold_002_BTC.txt,2022-01-01T04:15:00+00:00,2023-01-01T04:00:00+00:00,2023-01-01T04:15:00+00:00,2023-03-02T04:00:00+00:00,35035,5758,2861,0.5743991781890754,double,0.41,0.59,False,False,0.5,0.41,0.59,0.50015,0.4124,0.5879,0.7,0.3541319017669966,0.6528297895185822,11.195439513066184,107.90000000000002,739,0.1283431747134421,0.6372282608695652,3,0.0005210142410559,0.6931988845984263,1.0,1.3863703443052977,33666.635411357216,291,0.1017126878713736,1,0.000349528137015,0.596551724137931,21.300000000000008,4.940466385851702,184,results/eth_btc_external_15m/models/fold_002_ETH.txt
3,2022-01-01T04:15:00+00:00,2023-01-31T04:00:00+00:00,2023-01-31T04:15:00+00:00,2023-04-01T04:00:00+00:00,2023-04-01T04:15:00+00:00,2023-05-01T04:00:00+00:00,37915,5741,2880,0.56762107754697,double,0.43,0.56,False,False,0.495,0.43,0.56,0.492225,0.42811,0.5563400000000001,0.7,0.3636399273851275,0.6842679780543192,11.485569234346446,168.8,1696,0.2954189165650583,0.6108490566037735,0,0.0,0.671391491912529,1.0000000000000002,1.421475666004591,36224.95141944009,886,0.3076388888888889,1,0.0003472222222222,0.5751412429378531,31.10000000000002,4.095220827792373,217,results/btc_eth_external_15m/models/fold_003_BTC.txt,2022-01-01T04:15:00+00:00,2023-01-31T04:00:00+00:00,2023-01-31T04:15:00+00:00,2023-04-01T04:00:00+00:00,37913,5741,2880,0.56722619028003,double,0.45,0.54,False,False,0.495,0.45,0.54,0.496545,0.43872,0.55437,0.7,0.3615418507661113,0.652210733232052,8.443576611705804,158.0,2722,0.4741334262323637,0.5879970544918999,6,0.0010451140916216,0.671479566403342,1.0,1.4216621380510714,36193.57945072491,941,0.3267361111111111,4,0.0013888888888888,0.576307363927428,34.60000000000002,4.429134840429651,161,results/eth_btc_external_15m/models/fold_003_ETH.txt
4,2022-01-01T04:15:00+00:00,2023-03-02T04:00:00+00:00,2023-03-02T04:15:00+00:00,2023-05-01T04:00:00+00:00,2023-05-01T04:15:00+00:00,2023-05-31T04:00:00+00:00,40795,5741,2880,0.572710888318618,double,0.43,0.58,False,False,0.505,0.43,0.58,0.5011675,0.429433,0.572902,0.7,0.3401284141454851,0.7259971268379173,11.014072979228494,153.80000000000004,1531,0.2666782790454625,0.6113651208360549,0,0.0,0.6501602572915487,1.0,1.4572236334872672,38707.24456153785,870,0.3020833333333333,0,0.0,0.6103448275862069,85.80000000000003,11.50623302291059,448,results/btc_eth_external_15m/models/fold_004_BTC.txt,2022-01-01T04:15:00+00:00,2023-03-02T04:00:00+00:00,2023-03-02T04:15:00+00:00,2023-05-01T04:00:00+00:00,40793,5741,2880,0.5849189914807397,double,0.45,0.55,False,False,0.5,0.45,0.55,0.4989635,0.446616,0.5513110000000001,0.7,0.3688366182242897,0.6604696002422468,7.704431965639716,138.00000000000003,2490,0.4337223480229925,0.586484312148029,4,0.0006967427277477,0.6502598961103051,1.0,1.45744695695233,38670.257326746265,1272,0.4416666666666666,2,0.0006944444444444,0.6,101.40000000000003,11.227009361464306,189,results/eth_btc_external_15m/models/fold_004_ETH.txt
5,2022-01-01T04:15:00+00:00,2023-04-01T04:00:00+00:00,2023-04-01T04:15:00+00:00,2023-05-31T04:00:00+00:00,2023-05-31T04:15:00+00:00,2023-06-30T04:00:00+00:00,43656,5760,2880,0.5643853802647854,double,0.45,0.58,False,False,0.515,0.45,0.58,0.5108502500000001,0.4438299,0.5778706,0.7,0.371712641073654,0.6467037991580985,10.448964570699296,145.20000000000005,1509,0.2619791666666666,0.609012591119947,0,0.0,0.6295515624718423,1.0,1.4937547008979295,41121.54751169499,741,0.2572916666666666,0,0.0,0.5910931174089069,47.40000000000002,6.8489801253968805,142,results/btc_eth_external_15m/models/fold_005_BTC.txt,2022-01-01T04:15:00+00:00,2023-04-01T04:00:00+00:00,2023-04-01T04:15:00+00:00,2023-05-31T04:00:00+00:00,43654,5760,2879,0.5552023988005997,double,0.41,0.5700000000000001,False,False,0.49,0.41,0.5700000000000001,0.4926890500000001,0.4209848,0.5643933000000001,0.7,0.3466037659654151,0.6619099788349402,12.97728178736725,165.90000000000003,1293,0.2244791666666666,0.6271317829457365,3,0.0005208333333333,0.6296474318726312,1.0,1.4939821729218865,41080.731464217344,898,0.3119138589788121,1,0.0003473428273706,0.5875139353400223,51.500000000000014,6.758919373450103,222,results/eth_btc_external_15m/models/fold_005_ETH.txt
6,2022-01-01T04:15:00+00:00,2023-05-01T04:00:00+00:00,2023-05-01T04:15:00+00:00,2023-06-30T04:00:00+00:00,2023-06-30T04:15:00+00:00,2023-07-30T04:00:00+00:00,46536,5760,2880,0.5614940394264449,double,0.42,0.6,False,False,0.51,0.42,0.6,0.510255075,0.42714897,0.59336118,0.7,0.3801120877262536,0.6352023529702222,12.26619351545788,93.60000000000002,468,0.08125,0.6666666666666666,0,0.0,0.6092997111903045,1.0,1.5304570370137045,43494.745764914784,339,0.1177083333333333,1,0.0003472222222222,0.6272189349112426,43.50000000000001,9.389705453260518,144,results/btc_eth_external_15m/models/fold_006_BTC.txt,2022-01-01T04:15:00+00:00,2023-05-01T04:00:00+00:00,2023-05-01T04:15:00+00:00,2023-06-30T04:00:00+00:00,46534,5759,2880,0.5562371930877148,double,0.4,0.59,False,False,0.495,0.4,0.59,0.494306715,0.4062954399999999,0.5823179900000001,0.7,0.3489186353207155,0.6687764519321083,12.838801781499487,135.90000000000003,891,0.1547143601319673,0.6404494382022472,1,0.0001736412571627,0.6094039428098669,1.0000000000000002,1.530718849078783,43448.44668076542,533,0.1850694444444444,1,0.0003472222222222,0.5808270676691729,24.10000000000001,4.098351024824781,238,results/eth_btc_external_15m/models/fold_006_ETH.txt
7,2022-01-01T04:15:00+00:00,2023-05-31T04:00:00+00:00,2023-05-31T04:15:00+00:00,2023-07-30T04:00:00+00:00,2023-07-30T04:15:00+00:00,2023-08-29T04:00:00+00:00,49416,5760,2870,0.5371525990735975,double,0.43,0.61,False,False,0.52,0.43,0.61,0.5170765225,0.429144691,0.605008354,0.7,0.3930678830057563,0.6268520075040357,7.701668228703396,56.50000000000001,425,0.0737847222222222,0.6297169811320755,1,0.0001736111111111,0.5895424634468028,1.0000000000000002,1.5676440324931031,45811.39244484977,219,0.0763066202090592,0,0.0,0.634703196347032,31.200000000000003,8.393912132933103,109,results/btc_eth_external_15m/models/fold_007_BTC.txt,2022-01-01T04:15:00+00:00,2023-05-31T04:00:00+00:00,2023-05-31T04:15:00+00:00,2023-07-30T04:00:00+00:00,49414,5759,2878,0.5318188726380125,double,0.43,0.5700000000000001,False,False,0.5,0.43,0.5700000000000001,0.4982920145,0.422888632,0.573695397,0.7,0.3778343523438902,0.6422108355987445,7.642807575241312,100.00000000000004,1331,0.2311165132835561,0.5974416854778029,2,0.0003472825143254,0.5896528532173775,1.0000000000000002,1.5679375683718897,45759.6543792284,515,0.1789437109103544,4,0.0013898540653231,0.5538160469667319,-1.999999999999987,-0.3449414132788546,134,results/eth_btc_external_15m/models/fold_007_ETH.txt
8,2022-01-01T04:15:00+00:00,2023-06-30T04:00:00+00:00,2023-06-30T04:15:00+00:00,2023-08-29T04:00:00+00:00,2023-08-29T04:15:00+00:00,2023-09-28T04:00:00+00:00,52296,5750,2877,0.5745673529774977,double,0.44,0.58,False,False,0.51,0.44,0.58,0.5121229567500001,0.4367434073,0.5875025062,0.7,0.414124360336197,0.6107204652469826,10.253130274042654,84.90000000000002,546,0.0949565217391304,0.6422018348623854,1,0.0001739130434782,0.5702813700094531,1.0,1.605327840086938,48069.11953638668,185,0.0643030935001738,0,0.0,0.6486486486486487,31.0,9.09436390779651,82,results/btc_eth_external_15m/models/fold_008_BTC.txt,2022-01-01T04:15:00+00:00,2023-06-30T04:00:00+00:00,2023-06-30T04:15:00+00:00,2023-08-29T04:00:00+00:00,52293,5758,2878,0.5673157949472576,double,0.42,0.56,False,False,0.49,0.42,0.56,0.49248760435,0.4208665896,0.5641086191000001,0.7,0.3960272361017609,0.6094466830777303,4.847441134277923,48.50000000000003,775,0.1345953456061132,0.5904392764857881,1,0.0001736714136853,0.5703836141772058,1.0,1.6056156548703269,48013.59421768203,367,0.1275191104933982,1,0.0003474635163307,0.6256830601092896,46.10000000000001,9.563088515134524,92,results/eth_btc_external_15m/models/fold_008_ETH.txt
9,2022-01-01T04:15:00+00:00,2023-07-30T04:00:00+00:00,2023-07-30T04:15:00+00:00,2023-09-28T04:00:00+00:00,2023-09-28T04:15:00+00:00,2023-10-28T04:00:00+00:00,55176,5747,2879,0.5645992429261639,double,0.4,0.58,False,False,0.49,0.4,0.58,0.496636887025,0.41102302219,0.58225075186,0.7,0.3144786633541295,0.6980129185133052,12.823504804157984,163.60000000000002,1289,0.2242909344005568,0.6262626262626263,2,0.0003480076561684,0.5515470215975677,1.0,1.6436119429151257,50261.95376903583,669,0.2323723515109413,0,0.0,0.5979073243647235,51.000000000000014,7.77052388394776,472,results/btc_eth_external_15m/models/fold_009_BTC.txt,2022-01-01T04:15:00+00:00,2023-07-30T04:00:00+00:00,2023-07-30T04:15:00+00:00,2023-09-28T04:00:00+00:00,55173,5756,2880,0.5599251953797717,double,0.43,0.59,False,False,0.51,0.43,0.59,0.504746281305,0.42725997688,0.58223258573,0.7,0.3918453981001483,0.6266479837858593,6.790192813823972,57.10000000000001,554,0.0962473940236275,0.6130198915009042,1,0.0001737317581653,0.5516056338667379,1.0,1.643786607670508,50207.47056049589,359,0.1246527777777777,1,0.0003472222222222,0.5558659217877095,0.100000000000008,0.0206085120395638,123,results/eth_btc_external_15m/models/fold_009_ETH.txt
